StoreNo,IDX,days,mean_daily_sales,median_daily_sales,positive_sales_days,zero_sales_days,positive_day_share,zero_day_share,rotation_group
R433,293112.0,568,1.4330985915492958,1.0,355,213,0.625,0.375,medium
R433,293569.0,564,1.0975177304964538,1.0,303,261,0.5372340425531915,0.4627659574468085,low
R433,293592.0,568,1.2711267605633803,1.0,297,271,0.522887323943662,0.477112676056338,medium
R433,294312.0,530,1.5018867924528303,1.0,318,212,0.6,0.4,medium
R433,295232.0,554,0.9314079422382672,1.0,288,266,0.51985559566787,0.48014440433212996,low
R433,298198.0,474,1.4071729957805907,1.0,241,233,0.5084388185654009,0.49156118143459915,medium
R433,298246.0,558,1.0519713261648747,1.0,287,271,0.514336917562724,0.48566308243727596,low
R433,298247.0,562,1.0462633451957295,1.0,293,269,0.5213523131672598,0.4786476868327402,low
R433,298248.0,546,0.9377289377289377,0.0,255,291,0.46703296703296704,0.532967032967033,low
R433,298785.0,532,1.0112781954887218,0.0,231,301,0.4342105263157895,0.5657894736842105,low
R433,301209.0,566,1.1908127208480566,1.0,333,233,0.588339222614841,0.411660777385159,medium
R433,301213.0,568,1.658450704225352,1.0,366,202,0.6443661971830986,0.35563380281690143,high
R433,301818.0,512,1.833984375,1.0,309,203,0.603515625,0.396484375,high
R433,301819.0,487,4.090349075975359,3.0,350,137,0.7186858316221766,0.2813141683778234,high
R433,301820.0,548,4.467153284671533,3.0,407,141,0.7427007299270073,0.2572992700729927,high
R433,301825.0,531,1.0602636534839924,0.0,254,277,0.4783427495291902,0.5216572504708098,low
R433,302141.0,560,4.701785714285714,4.0,455,105,0.8125,0.1875,high
R433,302143.0,568,2.9225352112676055,2.0,425,143,0.7482394366197183,0.2517605633802817,high
R433,304624.0,548,0.9507299270072993,0.5,274,274,0.5,0.5,low
R433,305485.0,500,0.91,0.0,234,266,0.468,0.532,low
R433,305920.0,548,0.9416058394160584,1.0,282,266,0.5145985401459854,0.4854014598540146,low
R433,306197.0,566,0.950530035335689,0.0,274,292,0.4840989399293286,0.5159010600706714,low
R433,306440.0,566,1.1607773851590106,0.0,279,287,0.4929328621908127,0.5070671378091873,low
R433,307856.0,564,1.50354609929078,1.0,337,227,0.5975177304964538,0.4024822695035461,medium
